,CUST_CODE,LAST_WEEK,LAST_DATE,TOTAl_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_XX,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,CHURN
14970,CUST0000508632,200648,2007-01-26,2,19.55,0,7,0,0,0,7,0,0,7,0,0,0,5,0,2,0,5,2,0,0,0
14971,CUST0000514903,200644,2006-12-31,1,7.16,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1
14972,CUST0000516995,200643,2006-12-24,2,8.09,0,3,0,0,0,0,3,0,3,0,0,1,2,0,0,0,3,0,0,0,1
14973,CUST0000523300,200648,2007-01-28,4,10.41,0,9,0,0,0,4,5,0,5,4,0,1,0,6,2,0,2,7,0,0,0
14974,CUST0000525866,200648,2007-01-22,1,2.18,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
14975,CUST0000532004,200647,2007-01-20,5,20.42,0,10,0,0,0,3,7,0,10,0,0,5,0,5,0,0,8,2,0,0,0
14976,CUST0000538692,200649,2007-01-30,18,33.52,0,29,0,0,0,11,18,0,29,0,0,0,15,8,6,0,1,28,0,0,0
14977,CUST0000541731,200649,2007-01-31,10,48.65000000000001,0,12,0,0,0,4,8,0,12,0,0,5,4,0,3,0,6,6,0,0,0
14978,CUST0000542234,200648,2007-01-25,5,38.74,0,0,12,0,0,10,2,0,12,0,0,9,0,3,0,0,0,2,3,7,0
14979,CUST0000545940,200647,2007-01-19,4,16.28,0,0,10,0,0,9,1,0,10,0,0,6,0,4,0,0,0,10,0,0,0
14980,CUST0000547921,200644,2006-12-28,7,39.81999999999999,15,0,0,0,0,9,6,0,15,0,0,9,5,0,1,0,15,0,0,0,0
14981,CUST0000551656,200648,2007-01-24,3,3.76,5,0,0,0,0,0,5,0,5,0,0,2,1,2,0,0,5,0,0,0,0
14982,CUST0000556728,200643,2006-12-23,3,18.6,0,0,9,0,0,7,2,0,9,0,0,2,0,7,0,0,9,0,0,0,0
14983,CUST0000558853,200643,2006-12-20,1,3.62,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
14984,CUST0000559823,200643,2006-12-24,2,1.98,0,3,0,0,0,0,3,0,3,0,0,1,0,2,0,0,3,0,0,0,0
14985,CUST0000560332,200648,2007-01-23,6,16.339999999999996,0,15,0,0,0,11,4,0,15,0,0,10,3,0,2,0,15,0,0,0,0
14986,CUST0000561506,200649,2007-01-30,4,16.17,0,5,0,0,0,2,3,0,5,0,0,3,0,2,0,0,1,4,0,0,0
14987,CUST0000562821,200647,2007-01-17,8,15.95,19,0,0,0,0,11,8,0,19,0,0,14,0,5,0,0,0,16,3,0,0
14988,CUST0000565426,200648,2007-01-22,3,7.2,4,0,0,0,0,3,1,0,4,0,0,1,3,0,0,0,3,1,0,0,0
14989,CUST0000565865,200647,2007-01-18,2,5.62,0,4,0,0,0,2,2,0,4,0,0,4,0,0,0,0,4,0,0,0,0
14990,CUST0000566419,200647,2007-01-15,4,18.66,0,15,0,0,0,13,2,0,15,0,0,0,10,5,0,0,0,15,0,0,0
14991,CUST0000567162,200649,2007-01-30,4,4.97,0,6,0,0,0,3,3,0,6,0,0,6,0,0,0,0,0,3,0,3,0
14992,CUST0000568148,200647,2007-01-21,4,10.77,0,0,13,0,0,11,2,0,12,0,1,12,0,0,0,1,13,0,0,0,0
14993,CUST0000570062,200642,2006-12-13,1,8.610000000000001,0,0,0,5,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,1
14994,CUST0000571077,200647,2007-01-21,8,18.05,0,12,0,0,0,4,8,0,12,0,0,6,3,2,1,0,0,12,0,0,1
14995,CUST0000571394,200648,2007-01-26,6,39.09,0,10,0,0,0,7,3,0,10,0,0,7,3,0,0,0,10,0,0,0,0
14996,CUST0000573587,200641,2006-12-06,1,320.83,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,1
14997,CUST0000578476,200648,2007-01-24,5,81.45,14,0,0,0,3,11,0,0,11,3,0,4,10,0,0,0,14,0,0,0,0
14998,CUST0000603535,200641,2006-12-08,1,0.44,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
14999,CUST0000605708,200647,2007-01-18,4,23.93,14,0,0,0,0,12,2,0,14,0,0,6,5,0,3,0,14,0,0,0,0
15000,CUST0000610674,200645,2007-01-05,3,16.400000000000002,7,0,0,0,0,4,3,0,7,0,0,1,2,0,4,0,7,0,0,0,1
15001,CUST0000611895,200648,2007-01-24,9,29.92,0,19,0,0,0,12,7,0,19,0,0,9,2,8,0,0,19,0,0,0,0
15002,CUST0000625484,200648,2007-01-26,2,5.87,7,0,0,0,0,7,0,0,7,0,0,3,4,0,0,0,7,0,0,0,0
15003,CUST0000642605,200648,2007-01-26,3,14.77,0,0,8,0,0,7,1,0,8,0,0,7,1,0,0,0,4,0,4,0,0
15004,CUST0000643960,200643,2006-12-18,1,0.01,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
15005,CUST0000645135,200649,2007-01-29,3,8.43,4,0,0,0,0,1,3,0,4,0,0,2,2,0,0,0,0,4,0,0,0
15006,CUST0000656750,200645,2007-01-06,2,46.22,0,4,0,0,0,4,0,0,4,0,0,3,0,0,1,0,0,4,0,0,0
15007,CUST0000657439,200643,2006-12-24,2,3.46,2,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,2,0,0
15008,CUST0000659351,200643,2006-12-22,1,3.27,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
15009,CUST0000667692,200645,2007-01-01,4,20.07,11,0,0,0,0,8,3,0,11,0,0,0,2,4,5,0,11,0,0,0,0
15010,CUST0000675797,200647,2007-01-20,6,24.27,0,0,15,0,0,9,6,0,15,0,0,12,3,0,0,0,3,0,12,0,0
15011,CUST0000683624,200648,2007-01-27,4,7.65,0,0,4,0,0,1,3,0,4,0,0,1,2,0,1,0,4,0,0,0,0
15012,CUST0000688872,200648,2007-01-24,8,24.86,0,17,0,0,0,14,3,0,17,0,0,8,2,6,1,0,17,0,0,0,0
15013,CUST0000691024,200648,2007-01-26,4,14.72,0,11,0,0,0,10,1,0,11,0,0,11,0,0,0,0,0,0,0,11,0
15014,CUST0000708577,200649,2007-01-29,6,22.49,0,11,0,0,0,7,4,0,11,0,0,2,7,2,0,0,6,5,0,0,0
15015,CUST0000711788,200647,2007-01-21,4,19.73,0,0,9,0,0,6,3,0,9,0,0,5,0,4,0,0,9,0,0,0,0
15016,CUST0000713315,200646,2007-01-09,1,1.61,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0
15017,CUST0000721845,200647,2007-01-18,5,23.51,0,0,17,0,0,14,3,0,17,0,0,16,1,0,0,0,7,0,0,10,0
15018,CUST0000724854,200644,2006-12-25,2,11.12,0,5,0,0,0,4,1,0,5,0,0,0,5,0,0,0,5,0,0,0,1
15019,CUST0000725482,200647,2007-01-21,2,4.32,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,1
15020,CUST0000725725,200649,2007-01-30,5,4.26,0,7,0,0,0,0,7,0,6,0,1,0,6,0,0,1,7,0,0,0,0
15021,CUST0000744587,200647,2007-01-19,3,11.94,0,0,6,0,0,5,1,0,6,0,0,5,1,0,0,0,5,0,1,0,0
15022,CUST0000754753,200647,2007-01-15,2,4.03,0,5,0,0,0,3,2,0,5,0,0,0,5,0,0,0,5,0,0,0,0
15023,CUST0000757582,200649,2007-01-30,23,77.22000000000001,0,37,0,0,0,22,15,0,33,4,0,16,19,0,2,0,0,1,10,26,0
15024,CUST0000759041,200648,2007-01-26,2,1.7,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0
15025,CUST0000760764,200645,2007-01-06,1,6.3100000000000005,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,0,8,0,0,0,1
15026,CUST0000760937,200644,2006-12-27,2,21.25,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,1
15027,CUST0000761811,200647,2007-01-19,6,15.11,0,0,14,0,0,6,8,0,14,0,0,12,2,0,0,0,2,12,0,0,0
15028,CUST0000764768,200642,2006-12-14,1,6.47,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,5,1
15029,CUST0000777452,200649,2007-01-31,6,18.21,0,11,0,0,0,5,6,0,11,0,0,5,0,5,1,0,8,3,0,0,0
15030,CUST0000777454,200640,2006-12-02,1,6.9,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,1
15031,CUST0000783073,200648,2007-01-27,9,21.850000000000005,0,0,18,0,0,12,6,0,16,0,2,12,0,4,0,2,18,0,0,0,0
15032,CUST0000786243,200641,2006-12-06,1,1.04,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0
15033,CUST0000788532,200647,2007-01-20,3,7.3199999999999985,0,6,0,0,0,3,3,0,6,0,0,6,0,0,0,0,0,6,0,0,0
15034,CUST0000793540,200648,2007-01-27,7,27.14,15,0,0,0,0,14,1,0,15,0,0,15,0,0,0,0,15,0,0,0,0
15035,CUST0000794394,200644,2006-12-31,3,12.55,0,5,0,0,0,0,5,0,5,0,0,0,5,0,0,0,1,4,0,0,0
15036,CUST0000795313,200641,2006-12-09,3,14.13,0,8,0,0,0,4,4,0,8,0,0,2,2,0,4,0,0,0,8,0,0
15037,CUST0000802534,200646,2007-01-14,8,40.94,25,0,0,0,0,21,4,0,25,0,0,6,11,6,2,0,9,0,0,16,0
15038,CUST0000805188,200648,2007-01-24,11,23.45,0,0,20,0,0,11,9,0,20,0,0,13,5,2,0,0,4,16,0,0,0
15039,CUST0000806277,200642,2006-12-13,2,13.580000000000002,0,0,0,7,0,7,0,0,7,0,0,3,4,0,0,0,7,0,0,0,1
15040,CUST0000807896,200649,2007-01-30,5,24.75,0,12,0,0,0,8,4,0,8,4,0,4,1,0,7,0,8,0,4,0,0
15041,CUST0000822402,200648,2007-01-27,1,9.26,6,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,0,1
15042,CUST0000822468,200643,2006-12-22,2,7.71,0,6,0,0,0,4,2,0,6,0,0,6,0,0,0,0,0,6,0,0,0
15043,CUST0000832277,200649,2007-01-30,2,2.09,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
15044,CUST0000837409,200649,2007-01-29,14,129.78,28,0,0,0,0,19,9,0,28,0,0,12,7,7,2,0,2,26,0,0,0
15045,CUST0000841880,200649,2007-01-29,5,13.71,0,11,0,0,0,8,3,0,7,4,0,4,0,7,0,0,8,3,0,0,0
15046,CUST0000843133,200649,2007-01-30,1,2.83,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,1
15047,CUST0000844759,200642,2006-12-17,1,5.040000000000001,0,4,0,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0
15048,CUST0000847593,200648,2007-01-27,12,40.29,0,28,0,0,0,17,11,0,28,0,0,19,4,2,3,0,21,0,7,0,0
15049,CUST0000851905,200647,2007-01-19,1,9.71,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0
15050,CUST0000862202,200648,2007-01-27,6,17.09,0,0,13,0,0,9,4,0,13,0,0,5,2,6,0,0,0,10,3,0,0
15051,CUST0000868218,200648,2007-01-22,1,1.54,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
15052,CUST0000869681,200643,2006-12-21,1,7.34,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,0,4,0,0,0,1
15053,CUST0000872792,200648,2007-01-26,16,41.36,0,0,26,0,0,9,17,0,26,0,0,1,13,6,6,0,2,24,0,0,0
15054,CUST0000872900,200648,2007-01-28,5,23.94,16,0,0,0,0,14,2,0,16,0,0,7,4,5,0,0,9,0,7,0,0
15055,CUST0000874276,200648,2007-01-27,3,7.74,0,7,0,0,0,4,3,0,7,0,0,2,5,0,0,0,0,0,7,0,0
15056,CUST0000885962,200649,2007-01-29,6,33.71,0,11,0,0,0,4,7,0,10,0,1,8,0,2,0,1,0,11,0,0,0
15057,CUST0000890280,200649,2007-01-30,5,9.19,0,9,0,0,0,5,4,0,8,0,1,1,2,0,5,1,0,9,0,0,0
15058,CUST0000891142,200644,2006-12-25,1,1.95,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0
15059,CUST0000891442,200644,2006-12-31,2,30.17,3,0,0,0,0,0,3,0,2,0,1,2,0,0,0,1,3,0,0,0,0
15060,CUST0000898789,200643,2006-12-19,1,17.12,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,0,0,4,0,0,1
15061,CUST0000900382,200649,2007-01-30,6,14.689999999999998,6,0,0,0,0,1,5,0,6,0,0,5,1,0,0,0,3,0,3,0,0
15062,CUST0000910411,200648,2007-01-24,9,32.230000000000004,0,30,0,0,0,26,4,0,30,0,0,24,6,0,0,0,0,30,0,0,0
15063,CUST0000911359,200648,2007-01-25,16,23.21,0,27,0,0,0,15,12,0,26,0,1,16,10,0,0,1,4,22,1,0,0
15064,CUST0000918462,200648,2007-01-25,9,42.41,0,0,23,0,0,20,3,0,23,0,0,17,0,6,0,0,0,12,0,11,0
15065,CUST0000927074,200649,2007-01-31,32,97.26,88,0,0,0,0,78,10,0,87,0,1,75,10,2,0,1,0,0,88,0,0
15066,CUST0000930601,200649,2007-01-31,1,6.97,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0
15067,CUST0000932531,200648,2007-01-24,1,2.62,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0
15068,CUST0000940034,200648,2007-01-27,8,34.33,0,13,0,0,0,5,8,0,9,4,0,9,3,0,1,0,2,11,0,0,0
15069,CUST0000952630,200642,2006-12-14,1,20.47,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,1
15070,CUST0000958177,200649,2007-01-30,4,6.48,0,0,6,0,0,3,3,0,5,0,1,4,1,0,0,1,3,0,3,0,0
15071,CUST0000960281,200648,2007-01-24,7,22.67,0,17,0,0,0,11,6,0,17,0,0,8,9,0,0,0,14,0,3,0,0
15072,CUST0000968222,200648,2007-01-25,15,25.980000000000004,0,25,0,0,0,9,16,0,25,0,0,19,1,5,0,0,5,20,0,0,0
15073,CUST0000971135,200649,2007-01-31,3,7.0600000000000005,6,0,0,0,0,3,3,0,6,0,0,3,1,2,0,0,0,6,0,0,0
15074,CUST0000972938,200645,2007-01-04,1,2.84,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
15075,CUST0000977193,200649,2007-01-31,5,26.55,9,0,0,0,0,8,1,0,9,0,0,5,0,3,1,0,9,0,0,0,0
15076,CUST0000982560,200647,2007-01-16,2,6.2,0,3,0,0,0,2,1,0,3,0,0,2,0,0,1,0,3,0,0,0,0
15077,CUST0000984828,200646,2007-01-13,4,7.98,8,0,0,0,0,6,2,0,8,0,0,0,4,4,0,0,0,0,0,8,0
15078,CUST0000985022,200642,2006-12-11,2,3.96,0,0,5,0,0,3,2,0,5,0,0,2,0,3,0,0,0,5,0,0,0
15079,CUST0000993082,200649,2007-01-30,8,82.75,0,14,0,0,0,10,4,0,14,0,0,0,5,5,4,0,14,0,0,0,0
15080,CUST0000984916,200648,2007-01-26,2,2.7500000000000004,0,0,0,4,0,4,0,0,3,0,1,3,0,0,0,1,4,0,0,0,0
15081,CUST0000311496,200645,2007-01-05,2,4.48,0,6,0,0,0,5,1,0,1,5,0,5,1,0,0,0,5,0,0,1,0
15082,CUST0000431167,200648,2007-01-26,1,7.15,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
15083,CUST0000772017,200649,2007-01-31,1,5.41,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0
15084,CUST0000827586,200645,2007-01-06,1,14.68,0,0,11,0,11,0,0,0,0,11,0,11,0,0,0,0,11,0,0,0,1
15085,CUST0000008879,200641,2006-12-05,1,4.94,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0
15086,CUST0000025672,200640,2006-12-02,1,4.43,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,1
15087,CUST0000027371,200645,2007-01-03,1,1.54,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
15088,CUST0000033514,200641,2006-12-05,2,17.880000000000006,4,0,0,0,0,2,2,0,4,0,0,2,2,0,0,0,0,0,0,4,0
15089,CUST0000037843,200645,2007-01-04,2,5.04,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
15090,CUST0000038037,200642,2006-12-15,1,7.77,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,1
15091,CUST0000049591,200647,2007-01-16,1,3.34,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0
15092,CUST0000049612,200647,2007-01-17,2,16.16,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,2,0,0,0,0
15093,CUST0000055276,200642,2006-12-14,1,4.47,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
15094,CUST0000062382,200645,2007-01-01,1,12.760000000000002,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0
15095,CUST0000080905,200644,2006-12-30,1,3.9,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
15096,CUST0000111779,200649,2007-01-30,1,5.94,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
15097,CUST0000165033,200645,2007-01-05,2,1.91,0,0,3,0,0,0,3,0,3,0,0,1,0,2,0,0,1,0,2,0,0
15098,CUST0000240359,200644,2006-12-30,2,10.669999999999998,0,0,0,4,0,2,2,0,4,0,0,2,2,0,0,0,4,0,0,0,1
15099,CUST0000312327,200641,2006-12-07,1,13.119999999999996,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1
15100,CUST0000340691,200644,2006-12-30,1,1.84,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0
15101,CUST0000345373,200647,2007-01-17,1,0.31,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
15102,CUST0000384891,200642,2006-12-12,1,3.83,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0
15103,CUST0000389364,200646,2007-01-09,1,7.08,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0
15104,CUST0000395732,200649,2007-01-31,2,3.74,0,0,4,0,0,3,1,0,4,0,0,4,0,0,0,0,4,0,0,0,0
15105,CUST0000410118,200643,2006-12-21,1,2.35,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0
15106,CUST0000486257,200649,2007-01-30,1,8.579999999999998,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0
15107,CUST0000547003,200642,2006-12-16,1,5.24,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,1
15108,CUST0000548473,200648,2007-01-28,2,4.04,2,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,2,0,0,0,0
15109,CUST0000555858,200649,2007-01-29,1,0.68,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
15110,CUST0000655152,200643,2006-12-20,2,5.22,0,0,0,3,0,0,3,0,3,0,0,0,1,2,0,0,0,1,2,0,1
15111,CUST0000690958,200649,2007-01-30,1,1.89,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
15112,CUST0000708744,200649,2007-01-31,3,5.41,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,1
15113,CUST0000732461,200645,2007-01-02,1,1.02,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,1
15114,CUST0000749956,200644,2006-12-26,1,2.25,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
15115,CUST0000763659,200644,2006-12-31,1,2.4,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0
15116,CUST0000808884,200647,2007-01-18,1,2.37,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0
15117,CUST0000828022,200644,2006-12-30,5,11.5,0,7,0,0,0,5,2,0,7,0,0,1,5,0,1,0,7,0,0,0,1
15118,CUST0000833729,200648,2007-01-28,2,18.96,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,1,1
15119,CUST0000840471,200647,2007-01-18,1,3.38,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,0,0,4,0,1
15120,CUST0000865865,200642,2006-12-13,1,1.27,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
15121,CUST0000938527,200645,2007-01-02,2,0.02,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,1
15122,CUST0000942224,200642,2006-12-14,1,0.85,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15123,CUST0000962125,200643,2006-12-24,1,1.95,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
15124,CUST0000972119,200642,2006-12-12,1,0.5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15125,CUST0000988538,200643,2006-12-24,1,0.83,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0
15126,CUST0000903478,200646,2007-01-09,1,7.98,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
15127,CUST0000019337,200641,2006-12-05,1,0.01,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15128,CUST0000032568,200642,2006-12-11,1,1.89,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
15129,CUST0000054804,200646,2007-01-11,1,1.35,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
15130,CUST0000092460,200644,2006-12-26,1,2.25,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0
15131,CUST0000167183,200641,2006-12-06,1,0.88,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
15132,CUST0000182139,200647,2007-01-15,1,3.99,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0
15133,CUST0000194891,200646,2007-01-11,2,19.42,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0
15134,CUST0000196396,200647,2007-01-16,2,5.390000000000001,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0
15135,CUST0000198011,200646,2007-01-12,1,3.86,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0
15136,CUST0000225488,200642,2006-12-12,1,4.35,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15137,CUST0000229599,200647,2007-01-20,1,0.24,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
15138,CUST0000252338,200648,2007-01-24,1,1.91,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
15139,CUST0000277206,200645,2007-01-04,1,0.92,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
15140,CUST0000283803,200647,2007-01-15,1,0.64,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
15141,CUST0000299294,200642,2006-12-12,1,1.11,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
15142,CUST0000364039,200645,2007-01-04,1,1.95,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0
15143,CUST0000398539,200644,2006-12-25,1,1.22,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
15144,CUST0000430124,200646,2007-01-10,1,3.29,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0
15145,CUST0000453050,200642,2006-12-16,1,0.64,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
15146,CUST0000491025,200649,2007-01-31,1,0.03,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15147,CUST0000492656,200642,2006-12-16,1,1.4300000000000002,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,1
15148,CUST0000516273,200647,2007-01-17,1,1.96,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
15149,CUST0000534608,200647,2007-01-16,3,12.35,0,5,0,0,0,3,2,0,5,0,0,3,0,0,2,0,0,5,0,0,0
15150,CUST0000563785,200648,2007-01-25,1,1.11,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
15151,CUST0000647016,200642,2006-12-14,1,2.94,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
15152,CUST0000673066,200641,2006-12-04,1,5.46,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
15153,CUST0000721930,200644,2006-12-31,1,4.5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15154,CUST0000740535,200642,2006-12-15,1,20.38,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
15155,CUST0000925379,200640,2006-12-01,1,19.880000000000006,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,1
15156,CUST0000951558,200642,2006-12-14,1,2.8600000000000003,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0
15157,CUST0000019629,200705,2007-03-31,40,455.94,0,0,249,0,169,61,19,155,48,43,3,114,13,108,11,3,223,26,0,0,0
15158,CUST0000029587,200705,2007-03-31,42,394.72,0,0,189,0,97,77,15,0,65,123,1,120,37,26,5,1,126,0,63,0,0
15159,CUST0000030521,200705,2007-03-31,31,145.04,109,0,0,0,29,58,22,0,51,57,1,56,17,34,1,1,109,0,0,0,0
15160,CUST0000061695,200705,2007-03-28,15,111.04,0,56,0,0,3,49,4,0,40,15,1,49,6,0,0,1,56,0,0,0,0
15161,CUST0000063939,200701,2007-03-03,14,160.52,0,0,59,0,49,3,7,0,9,44,6,53,0,0,0,6,5,0,2,52,1
15162,CUST0000073199,200704,2007-03-25,38,297.57000000000005,0,128,0,0,50,65,13,0,68,54,6,89,2,27,4,6,17,111,0,0,0
15163,CUST0000078020,200705,2007-03-27,29,44.13999999999999,57,0,0,0,6,42,9,0,49,4,4,5,39,9,0,4,0,52,5,0,0
15164,CUST0000084519,200703,2007-03-13,5,8.43,0,11,0,0,0,8,3,0,5,5,1,5,0,5,0,1,0,11,0,0,0
15165,CUST0000149263,200704,2007-03-25,9,32.099999999999994,0,0,30,0,0,30,0,0,18,10,2,13,7,4,4,2,30,0,0,0,0
15166,CUST0000151825,200705,2007-03-31,47,248.6,167,0,0,0,64,86,17,0,89,75,3,76,35,50,3,3,167,0,0,0,0
