CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN
CUST0000436095,200749,2008-02-02,1,3.37,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,
CUST0000436068,200631,2006-09-30,1,13.1,0,0,0,6,0,6,0,0,0,6,0,0,0,6,0,6,0,0,0,0,1.0
CUST0000435377,200801,2008-03-02,152,1210.5500000000002,0,0,562,0,234,223,105,36,255,268,3,255,50,219,35,3,511,0,48,3,0.0
CUST0000435142,200712,2007-05-20,1,66.95,0,30,0,0,30,0,0,30,0,0,0,30,0,0,0,0,30,0,0,0,1.0
CUST0000434872,200702,2007-03-11,33,334.04,0,176,0,0,72,103,1,27,71,78,0,94,29,53,0,59,69,3,45,0,1.0
CUST0000434868,200805,2008-03-26,178,3108.5700000000006,0,1380,0,0,1123,186,71,959,224,197,0,468,177,732,3,896,5,479,0,0,0.0
CUST0000434767,200805,2008-03-25,73,1619.43,0,673,0,0,542,115,16,313,76,282,2,397,25,249,0,576,97,0,0,2,0.0
CUST0000434714,200713,2007-05-25,160,946.54,539,0,0,0,271,214,54,0,257,279,3,113,223,148,52,524,15,0,0,3,2.0
CUST0000434612,200639,2006-11-26,1,35.74,0,18,0,0,18,0,0,0,0,18,0,0,0,18,0,18,0,0,0,0,1.0
CUST0000434391,200617,2006-06-20,1,16.0,0,13,0,0,13,0,0,0,0,13,0,0,0,13,0,13,0,0,0,0,1.0
CUST0000434228,200728,2007-09-08,26,79.190000000000012,0,0,54,0,0,31,23,0,50,4,0,31,5,15,3,0,0,54,0,0,2.0
CUST0000433962,200748,2008-01-25,16,780.0,257,0,0,0,244,12,1,194,8,55,0,65,3,189,0,257,0,0,0,0,2.0
CUST0000433913,200805,2008-03-29,359,2525.8700000000003,0,1492,0,0,652,659,181,49,629,813,1,1309,22,156,4,1490,2,0,0,1,0.0
CUST0000433684,200730,2007-09-23,1,0.84,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0
CUST0000433392,200805,2008-03-29,210,933.44,562,0,0,0,43,410,109,0,370,191,1,232,164,142,23,191,344,13,14,1,0.0
CUST0000432330,200805,2008-03-27,80,1130.8799999999999,0,329,0,0,224,97,8,0,85,244,0,241,23,53,12,252,77,0,0,0,0.0
CUST0000432169,200805,2008-03-30,136,4207.25,0,0,2177,0,2037,122,18,1613,73,491,0,1287,57,804,29,2176,1,0,0,0,0.0
CUST0000431454,200726,2007-08-24,1,33.61,0,0,23,0,23,0,0,23,0,0,0,23,0,0,0,23,0,0,0,0,1.0
CUST0000431167,200805,2008-03-30,13,54.05,33,0,0,0,13,15,5,0,15,18,0,2,28,0,3,33,0,0,0,0,1.0
CUST0000431092,200803,2008-03-13,4,191.82,67,0,0,0,61,6,0,42,6,19,0,27,0,40,0,61,0,0,6,0,2.0
CUST0000431015,200805,2008-03-25,148,2299.66,912,0,0,0,710,136,66,623,191,98,0,613,26,218,55,69,8,0,835,0,0.0
CUST0000430981,200738,2007-11-12,4,32.27,31,0,0,0,24,6,1,0,1,30,0,11,14,6,0,25,6,0,0,0,1.0
CUST0000430659,200805,2008-03-27,170,448.66,0,0,547,0,0,472,75,0,472,73,2,361,55,120,9,547,0,0,0,2,0.0
CUST0000430124,200726,2007-08-20,28,331.47000000000008,0,221,0,0,152,62,7,98,52,71,0,97,11,106,7,1,220,0,0,0,1.0
CUST0000429946,200805,2008-03-27,93,1332.02,0,680,0,0,544,108,28,505,114,61,0,369,22,285,4,676,4,0,0,0,0.0
CUST0000429836,200803,2008-03-12,28,455.59000000000003,337,0,0,0,291,46,0,110,24,203,0,157,53,126,1,337,0,0,0,0,1.0
CUST0000429833,200749,2008-01-31,45,707.58999999999992,0,0,305,0,196,102,7,0,92,213,0,272,4,29,0,4,0,301,0,0,1.0
CUST0000429555,200806,2008-03-31,1,1.53,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,
CUST0000429174,200627,2006-09-02,1,19.96,15,0,0,0,15,0,0,15,0,0,0,0,0,15,0,15,0,0,0,0,1.0
CUST0000429043,200614,2006-05-30,1,1.82,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,1.0
CUST0000428635,200806,2008-03-31,60,1617.2500000000002,0,858,0,0,761,91,6,695,57,106,0,557,10,291,0,54,804,0,0,0,0.0
CUST0000428608,200806,2008-03-31,269,2533.58,0,0,1035,0,404,502,129,66,476,490,3,649,141,232,10,3,104,928,0,3,0.0
CUST0000428465,200730,2007-09-20,10,41.379999999999995,34,0,0,0,11,18,5,11,18,5,0,18,7,9,0,12,2,20,0,0,4.0
CUST0000427301,200725,2007-08-19,1,7.7,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,1.0
CUST0000427023,200805,2008-03-25,165,2642.9600000000009,0,0,1232,0,1016,166,50,382,203,642,5,1063,10,142,12,1232,0,0,0,5,0.0
CUST0000427014,200640,2006-11-30,1,4.68,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0
CUST0000426893,200633,2006-10-13,1,6.67,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0
CUST0000426871,200806,2008-03-31,77,391.45999999999992,0,250,0,0,53,146,51,53,132,63,2,100,30,101,17,22,227,1,0,2,0.0
CUST0000426698,200705,2007-03-30,6,62.91,40,0,0,0,28,12,0,0,12,28,0,40,0,0,0,0,40,0,0,0,2.0
CUST0000426681,200805,2008-03-30,40,903.61,0,0,341,0,281,58,2,71,30,240,0,235,15,91,0,2,0,339,0,0,0.0
CUST0000426571,200805,2008-03-26,79,707.81000000000006,161,0,0,0,46,83,32,0,104,56,1,45,52,32,31,2,1,12,146,1,0.0
CUST0000426328,200751,2008-02-15,20,358.61000000000013,146,0,0,0,125,17,4,47,17,82,0,80,12,54,0,0,146,0,0,0,0.0
CUST0000426107,200805,2008-03-25,124,2331.01,0,891,0,0,658,196,37,348,113,429,1,537,49,302,2,864,24,3,0,1,0.0
CUST0000425983,200720,2007-07-12,5,11.510000000000002,0,0,0,8,0,0,8,0,8,0,0,7,1,0,0,8,0,0,0,0,3.0
CUST0000425966,200608,2006-04-23,1,7.64,0,0,0,7,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,1.0
CUST0000425882,200611,2006-05-14,4,11.57,0,0,0,10,0,6,4,0,10,0,0,3,0,7,0,0,0,10,0,0,1.0
CUST0000425801,200805,2008-03-24,109,2412.11,0,0,1557,0,1490,63,4,1031,32,493,1,856,38,661,1,98,1459,0,0,1,0.0
CUST0000425755,200804,2008-03-18,190,2560.87,0,1225,0,0,881,289,55,309,219,696,1,809,95,291,29,1202,19,0,4,1,0.0
CUST0000425649,200804,2008-03-23,35,614.78,0,400,0,0,381,19,0,185,0,215,0,107,28,265,0,155,245,0,0,0,1.0
CUST0000425586,200805,2008-03-29,98,3072.33,0,1241,0,0,1164,51,26,892,72,277,0,451,14,771,5,1175,66,0,0,0,0.0
CUST0000425566,200802,2008-03-04,21,298.19,0,0,106,0,73,23,10,0,26,78,2,76,7,18,3,106,0,0,0,2,1.0
CUST0000425541,200805,2008-03-28,162,1791.45,0,1038,0,0,723,277,38,238,186,612,2,401,183,448,4,53,985,0,0,2,0.0
CUST0000425522,200805,2008-03-30,164,1342.4299999999998,0,0,818,0,420,316,82,33,270,515,0,633,21,145,19,807,11,0,0,0,0.0
CUST0000425467,200806,2008-03-31,95,1071.97,0,480,0,0,224,226,30,0,193,285,2,379,31,61,7,473,4,0,3,2,0.0
CUST0000425172,200735,2007-10-26,10,265.90999999999997,0,134,0,0,119,13,2,75,10,49,0,103,0,31,0,16,2,0,116,0,2.0
CUST0000424608,200804,2008-03-20,18,171.18,0,0,88,0,10,76,2,0,42,46,0,63,7,18,0,88,0,0,0,0,0.0
CUST0000424386,200805,2008-03-30,48,486.57,234,0,0,0,114,112,8,0,93,139,2,61,95,69,7,0,0,234,0,2,0.0
CUST0000423947,200747,2008-01-19,81,341.92,0,242,0,0,5,206,31,0,191,50,1,67,124,50,0,0,0,242,0,1,1.0
CUST0000423937,200803,2008-03-16,27,70.13000000000001,79,0,0,0,0,66,13,0,63,15,1,22,15,41,0,0,64,15,0,1,2.0
CUST0000423668,200748,2008-01-25,6,23.89,0,0,0,11,0,5,6,0,11,0,0,8,0,0,3,11,0,0,0,0,3.0
CUST0000423572,200805,2008-03-26,72,249.73000000000002,0,200,0,0,24,125,51,0,133,66,1,59,76,61,3,199,1,0,0,1,0.0
CUST0000423539,200805,2008-03-30,76,1107.86,0,0,462,0,340,96,26,162,89,211,0,287,7,157,11,449,6,2,5,0,0.0
CUST0000423458,200750,2008-02-04,93,1365.3900000000003,0,721,0,0,548,128,45,342,138,241,0,631,1,86,3,22,699,0,0,0,0.0
CUST0000423063,200804,2008-03-17,14,244.31,0,0,95,0,82,8,5,0,16,78,1,86,0,4,4,0,93,2,0,1,0.0
CUST0000422914,200806,2008-03-31,197,3404.9299999999994,0,2359,0,0,2256,80,23,1190,53,1116,0,1482,13,854,10,2359,0,0,0,0,0.0
CUST0000422872,200805,2008-03-29,57,117.14,0,117,0,0,0,67,50,0,94,23,0,82,12,21,2,97,20,0,0,0,0.0
CUST0000422568,200632,2006-10-06,4,143.43,0,0,70,0,70,0,0,58,0,12,0,33,0,37,0,70,0,0,0,0,1.0
CUST0000422146,200647,2007-01-16,1,4.58,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,1.0
CUST0000422099,200805,2008-03-28,27,445.43000000000006,228,0,0,0,194,31,3,44,28,156,0,123,29,75,1,0,228,0,0,0,2.0
CUST0000422016,200739,2007-11-22,5,51.96,0,0,19,0,6,13,0,0,3,16,0,6,7,6,0,13,0,0,6,0,1.0
CUST0000421890,200703,2007-03-18,2,38.38,0,8,0,0,7,0,1,0,1,7,0,7,1,0,0,0,0,1,7,0,1.0
CUST0000421869,200805,2008-03-29,67,281.7,190,0,0,0,50,115,25,0,115,73,2,84,45,49,10,0,186,1,3,2,1.0
CUST0000421287,200639,2006-11-24,1,7.0,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1.0
CUST0000421071,200719,2007-07-06,1,73.2,0,0,24,0,24,0,0,24,0,0,0,0,0,24,0,24,0,0,0,0,1.0
CUST0000420781,200806,2008-03-31,101,1395.77,0,0,715,0,531,170,14,101,78,536,0,329,37,329,20,715,0,0,0,0,0.0
CUST0000420072,200806,2008-03-31,158,1694.59,1025,0,0,0,753,246,26,116,140,767,2,468,174,364,17,1020,0,5,0,2,0.0
CUST0000419849,200805,2008-03-29,176,923.21999999999991,689,0,0,0,348,279,62,0,321,363,5,289,170,208,17,10,55,624,0,5,0.0
CUST0000419789,200802,2008-03-06,1,9.53,0,0,6,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,
CUST0000419215,200622,2006-07-25,1,4.66,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,0,4,0,0,1.0
CUST0000419057,200646,2007-01-08,1,7.48,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,0,0,0,1.0
CUST0000418944,200730,2007-09-18,2,28.92,14,0,0,0,13,0,1,13,1,0,0,14,0,0,0,0,14,0,0,0,1.0
CUST0000418743,200805,2008-03-26,85,246.3,0,286,0,0,60,184,42,0,178,107,1,228,7,45,5,157,26,103,0,1,0.0
CUST0000418352,200649,2007-02-03,1,9.74,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,5,0,0,0,0,1.0
CUST0000418168,200805,2008-03-28,137,808.41999999999985,0,0,449,0,106,260,83,38,270,141,0,243,87,115,4,113,3,333,0,0,0.0
CUST0000418129,200625,2006-08-20,1,13.5,0,9,0,0,9,0,0,0,0,9,0,9,0,0,0,9,0,0,0,0,1.0
CUST0000417955,200806,2008-03-31,224,4548.7800000000007,0,2308,0,0,2027,231,50,1511,223,572,2,739,172,1379,16,2237,34,37,0,2,0.0
CUST0000417021,200743,2007-12-20,4,89.940000000000012,56,0,0,0,48,8,0,48,3,5,0,35,0,21,0,3,0,32,21,0,2.0
CUST0000416207,200803,2008-03-12,62,1483.41,0,0,551,0,460,73,18,245,72,234,0,279,50,222,0,229,315,7,0,0,0.0
CUST0000416143,200639,2006-11-20,1,78.65,0,32,0,0,32,0,0,32,0,0,0,0,0,32,0,0,32,0,0,0,1.0
CUST0000415718,200802,2008-03-07,2,1.6099999999999999,0,0,0,3,0,0,3,0,3,0,0,1,2,0,0,3,0,0,0,0,1.0
CUST0000415655,200805,2008-03-25,101,856.64999999999986,0,0,247,0,21,146,80,17,192,36,2,34,112,79,20,246,0,1,0,2,0.0
CUST0000415471,200638,2006-11-16,1,8.02,0,0,0,4,0,4,0,0,0,4,0,0,0,0,4,4,0,0,0,0,1.0
CUST0000415147,200805,2008-03-30,2,1.3,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,2,0,0,0,1,
CUST0000415029,200806,2008-03-31,102,3050.8300000000004,0,1713,0,0,1705,7,1,1082,1,630,0,1326,0,387,0,1713,0,0,0,0,0.0
CUST0000414945,200742,2007-12-13,2,92.9,0,0,39,0,39,0,0,24,0,15,0,0,0,39,0,39,0,0,0,0,1.0
CUST0000414915,200805,2008-03-25,178,2139.94,1384,0,0,0,1068,292,24,363,162,858,1,670,106,597,10,23,1354,7,0,1,0.0
CUST0000414892,200805,2008-03-27,138,1476.0199999999998,868,0,0,0,599,259,10,0,298,567,3,713,132,20,0,3,865,0,0,3,0.0
CUST0000414813,200726,2007-08-25,3,2.93,0,0,0,4,0,2,2,0,4,0,0,4,0,0,0,0,4,0,0,0,1.0
CUST0000414611,200635,2006-10-27,1,12.04,0,0,0,7,0,7,0,0,7,0,0,7,0,0,0,0,0,0,7,0,1.0
CUST0000414522,200751,2008-02-16,32,175.28000000000006,177,0,0,0,108,59,10,0,23,154,0,89,18,70,0,76,81,0,20,0,0.0
CUST0000414452,200740,2007-11-30,27,215.31,0,145,0,0,72,62,11,39,34,72,0,28,6,110,1,48,31,0,66,0,2.0
CUST0000413715,200803,2008-03-10,73,620.06999999999994,0,443,0,0,304,130,9,0,160,283,0,418,3,22,0,2,440,1,0,0,2.0
CUST0000413598,200805,2008-03-27,106,868.04,0,0,355,0,129,151,75,55,177,107,16,167,84,76,12,68,281,6,0,16,0.0
CUST0000413197,200806,2008-03-31,106,4631.9499999999989,0,1678,0,0,1626,32,20,1558,37,83,0,544,57,1072,5,1641,17,20,0,0,0.0
CUST0000413161,200743,2007-12-23,28,473.37,292,0,0,0,256,30,6,180,24,88,0,19,35,235,3,288,4,0,0,0,3.0
CUST0000413017,200634,2006-10-16,1,14.34,0,0,9,0,0,9,0,0,0,9,0,9,0,0,0,0,0,9,0,0,1.0
CUST0000412928,200805,2008-03-28,146,2064.3500000000004,1042,0,0,0,735,248,59,504,197,340,1,466,92,468,15,403,74,565,0,1,0.0
CUST0000412870,200805,2008-03-30,68,2230.0899999999997,0,772,0,0,706,53,13,498,47,227,0,469,71,231,1,743,1,28,0,0,0.0
CUST0000412559,200727,2007-08-27,48,263.25,0,0,151,0,17,101,33,0,98,53,0,83,4,59,5,112,0,10,29,0,1.0
CUST0000412288,200805,2008-03-24,101,1086.9599999999998,684,0,0,0,409,269,6,10,92,582,0,141,291,252,0,683,1,0,0,0,0.0
CUST0000412087,200610,2006-05-07,2,43.99,0,0,17,0,17,0,0,0,0,17,0,8,0,9,0,17,0,0,0,0,1.0
CUST0000411972,200802,2008-03-05,1,0.96,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,
CUST0000411707,200805,2008-03-29,79,2783.52,1798,0,0,0,1766,21,11,1662,25,111,0,283,309,1202,4,164,420,1214,0,0,1.0
CUST0000411364,200805,2008-03-30,148,1294.58,0,910,0,0,499,384,27,67,118,725,0,271,143,493,3,910,0,0,0,0,0.0
CUST0000411204,200806,2008-03-31,113,1248.49,0,516,0,0,286,175,55,103,161,251,1,127,69,309,10,512,4,0,0,1,0.0
CUST0000411122,200805,2008-03-28,77,657.16000000000008,0,0,427,0,239,163,25,113,133,181,0,200,107,117,3,25,402,0,0,0,0.0
CUST0000410932,200743,2007-12-17,57,2384.6899999999996,0,1165,0,0,1145,20,0,1057,0,108,0,524,14,627,0,468,697,0,0,0,1.0
CUST0000410727,200805,2008-03-29,117,2140.29,0,0,1253,0,1023,207,23,607,127,518,1,427,96,727,2,1217,36,0,0,1,0.0
CUST0000410526,200804,2008-03-17,31,170.68,0,103,0,0,7,83,13,0,87,16,0,62,16,21,4,36,0,67,0,0,1.0
CUST0000410228,200805,2008-03-30,150,2351.26,1526,0,0,0,1439,45,42,922,77,524,3,208,187,1127,1,1526,0,0,0,3,0.0
CUST0000410183,200740,2007-12-02,9,55.980000000000004,0,0,19,0,6,6,7,0,13,6,0,13,1,4,1,1,9,9,0,0,3.0
CUST0000410118,200751,2008-02-17,47,284.53999999999996,0,153,0,0,38,91,24,0,80,73,0,81,25,43,4,65,8,80,0,0,0.0
CUST0000409997,200805,2008-03-29,53,479.26000000000005,350,0,0,0,173,163,14,84,65,201,0,109,40,185,16,350,0,0,0,0,0.0
CUST0000409627,200805,2008-03-25,59,1243.74,0,0,429,0,326,91,12,103,57,269,0,263,88,70,8,428,0,1,0,0,0.0
CUST0000409108,200645,2007-01-05,1,26.1,15,0,0,0,15,0,0,0,0,15,0,15,0,0,0,0,0,15,0,0,1.0
CUST0000408901,200806,2008-03-31,103,1783.89,0,0,841,0,665,169,7,73,37,731,0,540,5,296,0,841,0,0,0,0,0.0
CUST0000408729,200736,2007-10-31,9,45.860000000000007,0,0,22,0,6,11,5,0,16,6,0,16,1,0,5,22,0,0,0,0,4.0
CUST0000408561,200629,2006-09-12,1,10.48,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,5,0,0,0,1.0
CUST0000408527,200805,2008-03-26,109,2093.31,1122,0,0,0,960,127,35,757,100,263,2,733,40,337,10,577,0,16,529,2,0.0
CUST0000408366,200804,2008-03-22,9,22.230000000000004,0,12,0,0,0,2,10,0,12,0,0,6,2,4,0,12,0,0,0,0,
CUST0000407911,200616,2006-06-14,7,69.1,0,30,0,0,5,25,0,0,19,11,0,24,0,6,0,30,0,0,0,0,1.0
CUST0000407532,200805,2008-03-24,58,520.82999999999993,379,0,0,0,288,80,11,97,61,221,0,188,33,146,12,379,0,0,0,0,0.0
CUST0000407343,200805,2008-03-30,47,311.81,164,0,0,0,63,73,28,15,69,78,2,27,72,61,2,12,0,0,152,2,0.0
CUST0000407194,200805,2008-03-29,3,17.17,0,0,10,0,0,8,2,0,5,5,0,5,0,5,0,0,10,0,0,0,
CUST0000407176,200736,2007-11-03,5,78.960000000000008,38,0,0,0,20,16,2,20,1,16,1,37,0,0,0,37,1,0,0,1,3.0
CUST0000407163,200734,2007-10-21,1,2.56,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,1.0
CUST0000407130,200805,2008-03-30,107,509.43000000000006,0,0,402,0,30,340,32,0,261,141,0,320,8,70,4,286,107,9,0,0,0.0
CUST0000407072,200805,2008-03-29,201,1214.04,0,0,882,0,411,377,94,29,300,553,0,410,81,389,2,866,4,12,0,0,0.0
CUST0000406979,200751,2008-02-17,20,338.88,0,143,0,0,113,26,4,78,21,44,0,30,55,53,5,143,0,0,0,0,1.0
CUST0000406914,200805,2008-03-30,11,91.79000000000002,0,65,0,0,21,44,0,0,26,39,0,7,9,49,0,65,0,0,0,0,0.0
CUST0000406818,200805,2008-03-29,26,242.37,120,0,0,0,86,19,15,14,29,77,0,46,1,72,1,99,0,2,19,0,2.0
CUST0000406773,200743,2007-12-20,2,50.939999999999991,0,0,20,0,17,3,0,0,3,17,0,3,0,17,0,20,0,0,0,0,1.0
CUST0000406083,200804,2008-03-22,61,406.96000000000004,0,279,0,0,164,84,31,88,98,92,1,108,29,122,19,0,73,4,202,1,0.0
CUST0000405566,200713,2007-05-26,3,102.02000000000001,0,45,0,0,45,0,0,17,0,28,0,0,0,45,0,45,0,0,0,0,2.0
CUST0000405265,200752,2008-02-19,12,171.93,105,0,0,0,73,30,2,15,7,83,0,85,0,20,0,105,0,0,0,0,1.0
CUST0000405240,200610,2006-05-06,1,26.86,0,15,0,0,15,0,0,15,0,0,0,0,15,0,0,0,0,15,0,0,1.0
CUST0000405053,200617,2006-06-19,3,5.21,0,0,0,6,0,4,2,0,6,0,0,1,1,4,0,5,1,0,0,0,1.0
CUST0000404913,200613,2006-05-26,1,5.28,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,1.0
CUST0000404696,200751,2008-02-16,33,397.86,0,209,0,0,151,53,5,25,32,152,0,83,24,94,8,209,0,0,0,0,0.0
CUST0000404601,200803,2008-03-11,25,51.15,0,0,42,0,0,28,14,0,36,6,0,13,8,12,9,0,42,0,0,0,2.0
CUST0000404216,200805,2008-03-27,192,1326.9799999999998,781,0,0,0,318,369,94,51,333,396,1,467,87,216,10,725,54,2,0,1,0.0
CUST0000404168,200629,2006-09-12,1,6.46,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,1.0
CUST0000404167,200805,2008-03-25,102,1489.27,0,974,0,0,880,92,2,216,29,728,1,443,138,392,0,974,0,0,0,1,0.0
CUST0000403745,200607,2006-04-12,1,1.79,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0
CUST0000403640,200729,2007-09-16,67,378.96000000000004,0,0,403,0,86,309,8,0,63,340,0,268,7,127,1,0,403,0,0,0,1.0
CUST0000403543,200641,2006-12-08,1,14.189999999999998,0,11,0,0,11,0,0,0,0,11,0,0,0,11,0,11,0,0,0,0,1.0
CUST0000403403,200804,2008-03-22,65,456.52000000000004,324,0,0,0,174,106,44,92,106,126,0,200,37,83,4,288,0,36,0,0,0.0
CUST0000403381,200804,2008-03-21,98,1232.04,0,0,819,0,624,175,20,380,122,317,0,322,27,465,5,0,819,0,0,0,0.0
CUST0000403048,200805,2008-03-30,153,790.93,0,0,457,0,151,225,81,0,194,217,46,44,235,108,24,31,42,384,0,46,0.0
CUST0000402650,200801,2008-02-25,51,104.48,115,0,0,0,0,79,36,0,96,10,9,88,10,8,0,83,31,0,1,9,0.0
CUST0000402511,200806,2008-03-31,109,854.09999999999991,0,593,0,0,309,230,54,131,205,257,0,366,36,174,17,72,521,0,0,0,0.0
CUST0000402467,200805,2008-03-29,23,338.7000000000001,0,145,0,0,121,11,13,0,23,121,1,78,9,39,18,0,24,121,0,1,0.0
CUST0000402327,200804,2008-03-18,39,696.65,0,411,0,0,327,69,15,219,56,136,0,212,32,164,3,387,24,0,0,0,0.0
CUST0000402237,200805,2008-03-28,168,3549.8100000000009,0,1995,0,0,1806,144,45,1291,127,577,0,710,105,1166,14,16,1930,3,46,0,0.0
CUST0000402181,200715,2007-06-08,1,37.86,19,0,0,0,19,0,0,19,0,0,0,0,19,0,0,0,19,0,0,0,1.0
CUST0000401763,200706,2007-04-02,37,342.49,0,280,0,0,179,100,1,0,34,246,0,164,14,102,0,280,0,0,0,0,1.0
CUST0000401057,200743,2007-12-21,15,153.37000000000003,0,125,0,0,108,14,3,48,15,60,2,120,2,0,1,0,0,125,0,2,1.0
CUST0000400898,200805,2008-03-26,132,2906.7100000000005,1216,0,0,0,1109,62,45,805,83,326,2,116,259,830,9,709,3,504,0,2,0.0
CUST0000400678,200805,2008-03-29,96,2283.67,0,1060,0,0,943,72,45,786,101,172,1,544,133,345,37,1018,24,18,0,1,1.0
CUST0000400484,200802,2008-03-03,5,98.97999999999999,0,36,0,0,32,3,1,0,4,32,0,32,1,3,0,36,0,0,0,0,2.0
CUST0000400134,200805,2008-03-28,134,2344.5299999999997,0,1036,0,0,806,201,29,396,129,511,0,284,181,559,12,32,0,1004,0,0,0.0
CUST0000400016,200633,2006-10-09,1,25.79000000000001,0,23,0,0,23,0,0,23,0,0,0,0,0,23,0,0,23,0,0,0,1.0
CUST0000399865,200704,2007-03-23,1,12.94,0,9,0,0,0,9,0,0,0,9,0,9,0,0,0,9,0,0,0,0,1.0
CUST0000399733,200805,2008-03-29,214,1423.89,0,796,0,0,266,414,116,30,316,450,0,312,136,313,35,718,0,78,0,0,0.0
CUST0000398825,200734,2007-10-20,2,10.53,0,0,0,4,0,3,1,0,4,0,0,1,0,0,3,4,0,0,0,0,1.0
CUST0000398784,200805,2008-03-29,169,2152.6200000000003,1251,0,0,0,1034,160,57,450,177,623,1,792,58,396,4,955,275,21,0,1,0.0
CUST0000398776,200805,2008-03-26,50,300.08000000000004,0,0,139,0,33,87,19,0,96,42,1,106,9,20,3,121,18,0,0,1,0.0
CUST0000398616,200806,2008-03-31,182,1065.12,0,748,0,0,292,402,54,12,260,476,0,241,172,297,38,690,56,2,0,0,0.0
CUST0000398567,200746,2008-01-10,80,587.41,0,308,0,0,134,130,44,15,137,156,0,94,97,106,11,269,32,5,2,0,1.0
CUST0000398539,200708,2007-04-19,5,1.32,0,0,0,5,0,3,2,0,5,0,0,0,4,0,1,0,0,5,0,0,2.0
CUST0000398367,200803,2008-03-12,64,598.03000000000009,0,317,0,0,161,135,21,13,93,210,1,195,42,71,8,8,244,9,56,1,0.0
CUST0000398363,200805,2008-03-24,97,618.57,0,0,311,0,30,222,59,0,197,113,1,171,18,113,8,12,235,1,63,1,0.0
CUST0000397821,200805,2008-03-24,102,1411.2199999999998,0,0,828,0,622,195,11,22,140,665,1,646,12,164,5,820,1,1,6,1,0.0
CUST0000397690,200736,2007-11-01,5,30.14,0,0,0,10,0,6,4,0,10,0,0,5,2,3,0,8,0,0,2,0,1.0
CUST0000397631,200731,2007-09-24,4,20.89,0,0,0,10,4,4,2,0,6,4,0,4,5,0,1,10,0,0,0,0,3.0
CUST0000397540,200805,2008-03-29,119,1381.2899999999997,0,1240,0,0,1148,70,22,137,101,1002,0,1027,62,151,0,1240,0,0,0,0,0.0
CUST0000397266,200806,2008-03-31,266,2133.47,0,1116,0,0,641,353,122,92,415,600,9,560,105,406,36,0,1116,0,0,9,0.0
CUST0000397207,200806,2008-03-31,174,2485.96,0,1410,0,0,1104,254,52,587,255,568,0,1025,55,317,13,1398,0,12,0,0,1.0
CUST0000397145,200748,2008-01-25,12,190.40000000000003,0,142,0,0,135,7,0,16,7,119,0,50,12,80,0,142,0,0,0,0,1.0
CUST0000397007,200741,2007-12-03,7,122.31,0,32,0,0,16,13,3,0,14,18,0,18,0,13,1,32,0,0,0,0,4.0
CUST0000396827,200806,2008-03-31,15,47.5,0,0,30,0,0,18,12,0,30,0,0,25,2,2,1,22,5,3,0,0,
CUST0000396745,200805,2008-03-26,202,956.98,0,583,0,0,56,419,108,16,369,189,9,224,156,174,20,16,567,0,0,9,0.0
CUST0000396498,200804,2008-03-18,26,1017.91,0,0,416,0,407,9,0,202,0,214,0,130,0,286,0,416,0,0,0,0,0.0
CUST0000396495,200731,2007-09-24,1,0.81,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0
CUST0000396231,200805,2008-03-30,219,2088.97,0,0,1191,0,624,487,80,125,398,665,3,700,101,358,29,820,143,220,8,3,0.0
