CUST_CODE,TOTAL_QUANTITY,TOTAL_SPEND,TOTAL_COME,STORE_FORMAT
CUST0000479335,981,1033.0899999999992,256,MS
CUST0000479335,50,54.300000000000004,10,LS
CUST0000479335,79,73.31,16,SS
CUST0000479371,20,59.419999999999987,9,LS
CUST0000479371,41,42.14,6,MS
CUST0000479371,13,14.68,9,SS
CUST0000480003,177,226.98000000000008,34,LS
CUST0000480003,1318,1449.6500000000015,162,MS
CUST0000480643,2333,1511.4299999999948,668,LS
CUST0000480746,2,9.620000000000001,1,MS
CUST0000481090,663,831.54999999999893,125,LS
CUST0000481442,9,7.3500000000000005,6,MS
CUST0000481442,32,21.66,3,LS
CUST0000481776,1,0.01,1,XLS
CUST0000482536,2,1.4,1,MS
CUST0000483138,3482,3299.2099999999887,117,LS
CUST0000483138,1,0.28,1,MS
CUST0000483276,8,7.88,1,SS
CUST0000483341,2,8.45,1,MS
CUST0000483822,19,18.03,1,MS
CUST0000483902,1071,1518.2800000000007,167,LS
CUST0000483902,184,302.4500000000001,42,MS
CUST0000483902,7,5.1899999999999995,4,SS
CUST0000484065,268,297.99999999999989,11,XLS
CUST0000484388,2135,1982.9999999999961,198,SS
CUST0000484388,154,198.04000000000002,7,MS
CUST0000484399,2,1.15,1,LS
CUST0000484967,385,434.75999999999993,43,MS
CUST0000485050,54,62.56,1,LS
CUST0000485086,51,57.259999999999991,5,LS
CUST0000485331,48,71.81,2,LS
CUST0000485331,558,727.43999999999994,39,XLS
CUST0000485331,35,39.58,4,SS
CUST0000485331,48,64.65,9,MS
CUST0000485726,4,6.2799999999999994,1,SS
CUST0000485726,106,119.99000000000001,7,LS
CUST0000485726,39,52.09,6,MS
CUST0000485753,3,3.3,2,XLS
CUST0000485753,117,150.91000000000003,14,LS
CUST0000485753,286,345.59999999999991,80,SS
CUST0000485753,32,46.83,3,MS
CUST0000485988,1723,2305.119999999999,86,LS
CUST0000486257,39,55.39,7,XLS
CUST0000486257,84,119.1,15,LS
CUST0000486257,39,61.09,7,MS
CUST0000486332,523,860.74000000000012,142,LS
CUST0000486332,20,23.02,7,SS
CUST0000486445,11,15.73,1,LS
CUST0000486885,28,40.86,4,LS
CUST0000486923,33,46.010000000000005,5,MS
CUST0000486923,35,58.5,4,LS
CUST0000487114,8,14.29,2,MS
CUST0000487160,169,238.92000000000002,29,LS
CUST0000487160,2,2.37,1,SS
CUST0000487301,150,176.42999999999998,48,LS
CUST0000487301,28,44.54,7,MS
CUST0000487301,1,0.5,1,SS
CUST0000487322,2141,3774.0999999999954,525,LS
CUST0000487479,761,837.7399999999991,223,SS
CUST0000487479,691,660.12000000000023,145,LS
CUST0000487479,2,1.58,1,MS
CUST0000487479,662,733.48000000000025,134,XLS
CUST0000487603,36,35.440000000000005,5,LS
CUST0000487663,26,42.58,4,SS
CUST0000487663,3,1.4,2,XLS
CUST0000487663,2,2.12,1,MS
CUST0000487703,84,173.61,2,SS
CUST0000487728,2,1.94,1,SS
CUST0000487927,36,46.96,2,XLS
CUST0000488589,16,17.93,1,XLS
CUST0000488624,1910,1984.8400000000017,164,MS
CUST0000488624,6,4.83,2,SS
CUST0000488624,230,264.25,14,XLS
CUST0000488624,733,719.98999999999955,60,LS
CUST0000488814,373,294.73,30,LS
CUST0000488814,19,9.32,2,MS
CUST0000489477,15,23.73,3,MS
CUST0000489477,1,0.25,1,XLS
CUST0000489477,288,460.57999999999993,41,LS
CUST0000489620,3,4.86,1,LS
CUST0000489666,130,133.50000000000003,30,LS
CUST0000489934,3,4.3100000000000005,1,SS
CUST0000489934,227,333.9799999999999,48,LS
CUST0000489934,83,112.15,12,MS
CUST0000490071,111,142.10000000000002,10,MS
CUST0000490071,943,1121.4200000000003,176,LS
CUST0000490088,15,15.330000000000002,6,LS
CUST0000490446,47,50.08,4,LS
CUST0000490446,303,331.49,13,MS
CUST0000490525,1,0.73,1,SS
CUST0000490525,7,8.67,2,MS
CUST0000490525,106,158.33000000000004,36,LS
CUST0000490625,61,23.41,33,LS
CUST0000490625,1742,2183.1699999999983,225,MS
CUST0000491009,2861,3040.8900000000012,138,MS
CUST0000491009,7,6.65,1,XLS
CUST0000491009,13,45.51,5,LS
CUST0000491025,13,0.13,4,LS
CUST0000491025,48,22.53,6,MS
CUST0000491140,74,83.5,13,MS
CUST0000491140,140,161.88999999999993,16,LS
CUST0000491226,90,159.06000000000003,13,MS
CUST0000491226,24,43.75,2,SS
CUST0000491226,8,6.9499999999999993,1,LS
CUST0000491244,34,54.230000000000004,5,MS
CUST0000491244,557,679.66999999999962,46,LS
CUST0000491244,14,12.319999999999999,2,XLS
CUST0000491244,2,1.77,2,SS
CUST0000491308,5,5.3599999999999994,1,MS
CUST0000491694,1593,1859.5899999999965,181,MS
CUST0000491694,115,140.84000000000003,19,SS
CUST0000491694,88,114.82000000000001,10,LS
CUST0000491740,527,677.13999999999987,31,XLS
CUST0000491740,42,63.050000000000011,5,LS
CUST0000491740,35,42.12,12,SS
CUST0000491740,154,182.29999999999995,19,MS
CUST0000491938,1,1.04,1,XLS
CUST0000491938,10,12.780000000000001,1,MS
CUST0000491938,153,336.32000000000005,12,LS
CUST0000491958,37,47.82,8,SS
CUST0000491958,745,658.55000000000041,136,LS
CUST0000491958,23,28.919999999999995,1,XLS
CUST0000491958,73,91.77,5,MS
CUST0000492233,6,9.52,3,SS
CUST0000492233,10,15.18,2,LS
CUST0000492279,3,4.03,2,SS
CUST0000492279,961,1314.65,93,XLS
CUST0000492279,121,182.07000000000002,13,LS
CUST0000492656,6,10.790000000000001,3,MS
CUST0000492656,16,11.09,6,XLS
CUST0000492670,17,20.7,2,LS
CUST0000492732,33,45.31,6,LS
CUST0000492732,46,61.839999999999996,3,MS
CUST0000493196,28,51.38,2,LS
CUST0000493248,7,10.67,3,MS
CUST0000493248,9,10.09,3,SS
CUST0000493248,165,251.59999999999997,27,LS
CUST0000493531,36,38.95,3,MS
CUST0000493531,786,1000.5600000000009,37,LS
CUST0000493531,6,6.2299999999999995,1,XLS
CUST0000493564,28,43.91,1,LS
CUST0000494424,82,118.16,10,MS
CUST0000494424,1313,2126.8499999999985,108,LS
CUST0000494424,163,284.84999999999997,11,SS
CUST0000494488,58,75.68,12,MS
CUST0000494754,844,787.18000000000006,77,XLS
CUST0000494754,15,22.549999999999997,1,MS
CUST0000495027,25,22.620000000000005,1,LS
CUST0000495431,14,27.32,2,MS
CUST0000495556,525,486.34999999999991,43,LS
CUST0000495595,85,132.64000000000001,7,LS
CUST0000495649,12,0.12000000000000001,8,LS
CUST0000495733,70,65.679999999999993,3,LS
CUST0000495733,29,35.33,6,SS
CUST0000495995,51,57.379999999999995,3,LS
CUST0000496244,121,140.82000000000005,24,LS
CUST0000496531,12,12.66,4,MS
CUST0000496531,7,0.91,1,SS
CUST0000496531,812,894.29000000000065,101,LS
CUST0000496588,408,503.93999999999966,60,MS
CUST0000496588,11,17.68,5,LS
CUST0000497325,9,16.04,1,SS
CUST0000497325,1168,1853.9000000000008,76,LS
CUST0000497325,10,15.809999999999999,1,MS
CUST0000497338,1,7.24,1,XLS
CUST0000497338,6,6.3599999999999994,1,MS
CUST0000497338,461,457.17999999999995,72,LS
CUST0000497442,6,7.0299999999999994,4,SS
CUST0000497442,323,758.20000000000016,34,LS
CUST0000497560,1,2.4,1,MS
CUST0000497560,95,108.05,34,SS
CUST0000497560,86,170.13,18,LS
CUST0000497628,1276,1055.9199999999994,29,MS
CUST0000497628,3887,3904.1299999999974,82,LS
CUST0000497741,21,18.6,2,LS
CUST0000497929,3,1.6600000000000001,1,SS
CUST0000497929,555,715.27999999999975,42,LS
CUST0000498770,9,7.44,1,SS
CUST0000498770,2124,2280.1699999999964,36,LS
CUST0000498770,482,610.13999999999987,133,MS
CUST0000498948,926,734.60000000000014,42,MS
CUST0000498948,122,101.05999999999995,65,SS
CUST0000498948,1248,1237.7900000000016,55,XLS
CUST0000498948,326,362.06000000000006,40,LS
CUST0000499553,12,23.61,7,XLS
CUST0000499553,2,16.83,2,MS
CUST0000499553,1234,1573.0999999999995,230,LS
CUST0000499555,46,50.930000000000007,12,MS
CUST0000499555,2297,3410.4999999999982,174,LS
CUST0000499555,20,24.619999999999997,8,SS
CUST0000499735,6,12.360000000000001,1,MS
CUST0000500211,43,51.600000000000009,2,LS
CUST0000500211,1,0.91,1,XLS
CUST0000500474,1,0.01,1,XLS
CUST0000500474,30,36.95,10,LS
CUST0000500812,72,51.099999999999994,12,LS
CUST0000500812,24,23.759999999999998,5,MS
CUST0000501369,1121,1244.3500000000004,104,LS
CUST0000501369,210,197.42999999999995,40,XLS
CUST0000501369,18,20.07,8,MS
CUST0000501369,4,1.32,2,SS
CUST0000501713,2,2.08,1,SS
CUST0000501713,9,10.46,3,MS
CUST0000501713,166,204.52,34,LS
CUST0000501747,998,1653.8099999999988,247,LS
CUST0000501747,14,23.560000000000002,3,SS
CUST0000501747,1,4.23,1,MS
CUST0000501792,11,8.8,1,XLS
CUST0000502064,341,356.32999999999993,11,LS
CUST0000502064,4,3.5500000000000003,3,MS
CUST0000502064,317,274.37999999999988,16,SS
CUST0000502098,8,7.6899999999999995,1,MS
CUST0000502098,540,653.76000000000022,91,LS
CUST0000502858,27,24.37,1,SS
CUST0000503217,2,3.23,1,MS
CUST0000503278,137,142.42999999999998,26,XLS
CUST0000503278,637,678.47999999999945,136,LS
CUST0000503299,2,30.23,1,LS
CUST0000503299,1,0.76,1,SS
CUST0000503754,159,164.79999999999995,32,XLS
CUST0000503754,277,416.35999999999967,29,LS
CUST0000503973,449,716.55000000000018,43,XLS
CUST0000503973,2,1.24,2,MS
CUST0000503973,8,7.1300000000000008,2,SS
CUST0000503973,76,105.53,9,LS
CUST0000503994,2098,3098.8200000000006,137,MS
CUST0000504248,4,4.68,1,SS
CUST0000504248,59,98.070000000000007,10,MS
CUST0000504248,90,107.77000000000001,16,LS
CUST0000504248,23,29.54,3,XLS
CUST0000504392,665,878.20999999999924,155,SS
CUST0000504392,2,1.13,1,LS
CUST0000504497,73,91.82,16,MS
CUST0000504497,205,271.31,18,LS
CUST0000504497,526,704.63000000000056,83,SS
CUST0000504695,18,31.000000000000004,1,SS
CUST0000504695,1890,2360.7699999999968,97,LS
CUST0000504706,135,206.10999999999996,36,SS
CUST0000504706,2,4.6300000000000008,1,XLS
CUST0000505045,21,29.909999999999997,4,LS
CUST0000505066,35,47.239999999999995,10,LS
CUST0000505126,485,699.14000000000044,19,LS
CUST0000505126,19,29.560000000000002,1,MS
CUST0000505126,951,1404.79,26,SS
CUST0000505515,594,527.54999999999984,79,MS
CUST0000505515,420,423.21999999999991,51,LS
CUST0000506100,817,942.26999999999953,186,MS
CUST0000506100,16,14.819999999999999,8,LS
CUST0000506100,42,58.660000000000004,19,SS
CUST0000506100,67,64.32,6,XLS
CUST0000506713,30,33.099999999999994,2,MS
CUST0000506713,1426,1903.2999999999956,137,LS
CUST0000506779,67,83.61999999999999,15,XLS
CUST0000506875,6,40.43,2,LS
CUST0000506991,47,51.430000000000007,10,LS
CUST0000506991,206,246.36999999999998,17,MS
CUST0000506991,538,778.9200000000003,53,XLS
CUST0000507047,1448,2508.1300000000028,231,MS
CUST0000507047,379,657.07999999999993,38,LS
CUST0000507047,4,1.72,1,SS
CUST0000507089,13,16.72,6,MS
CUST0000507089,1537,2471.7500000000055,100,LS
CUST0000507230,68,96.76,14,LS
CUST0000507316,646,1109.6800000000003,32,LS
CUST0000507316,35,44.39,7,MS
CUST0000507386,1652,2041.6600000000051,131,LS
CUST0000507386,1,0.01,1,XLS
CUST0000507386,5,3.93,2,SS
CUST0000507681,36,46.0,4,MS
CUST0000507862,122,115.89999999999998,19,XLS
CUST0000507862,122,149.01000000000005,14,MS
CUST0000507862,264,281.12,21,LS
CUST0000507899,8,9.08,1,MS
CUST0000508390,34,39.41,2,MS
CUST0000508390,789,1283.6699999999998,53,LS
CUST0000508514,18,19.150000000000002,1,MS
CUST0000508514,541,751.56,18,LS
CUST0000508632,86,132.32,12,LS
CUST0000508632,14,17.939999999999998,2,SS
CUST0000508632,229,359.03,24,MS
CUST0000508788,16,14.76,2,MS
CUST0000508788,11,10.24,4,SS
CUST0000508788,236,290.69,19,LS
CUST0000508788,13,15.51,2,XLS
CUST0000509133,99,150.47,5,LS
CUST0000509150,6,9.4599999999999991,4,SS
CUST0000509150,2,3.6399999999999997,1,LS
CUST0000509150,1472,1853.6099999999969,236,MS
CUST0000509249,7,5.3800000000000008,1,SS
CUST0000509290,4020,4537.9400000000405,627,LS
CUST0000509394,4,4.7,3,LS
CUST0000509394,55,50.92,16,SS
CUST0000509394,251,323.70999999999981,63,MS
CUST0000509602,432,608.22,62,LS
CUST0000510147,107,102.64999999999998,30,MS
CUST0000510375,71,72.32,17,MS
CUST0000510375,464,676.0799999999997,35,LS
CUST0000510375,24,40.25,2,SS
CUST0000510889,22,16.74,1,SS
CUST0000511074,60,138.64,3,LS
CUST0000511074,5,5.3100000000000005,2,MS
CUST0000511194,26,35.41,1,LS
CUST0000511388,22,11.92,1,LS
CUST0000511388,331,423.28,13,MS
CUST0000511527,554,693.37000000000035,71,LS
CUST0000511779,6,5.88,1,SS
CUST0000511779,14,9.48,6,MS
CUST0000511779,1818,2323.8399999999974,239,LS
CUST0000512238,161,284.58999999999992,10,LS
CUST0000512383,3,1.26,3,MS
CUST0000512383,1898,2744.689999999986,274,LS
CUST0000512383,33,50.379999999999995,17,XLS
CUST0000512453,131,164.99,30,LS
CUST0000512453,147,181.86999999999998,29,MS
CUST0000512567,65,19.089999999999996,12,MS
CUST0000513008,31,53.03,2,LS
CUST0000513103,1,0.3,1,MS
CUST0000513103,32,36.81,2,SS
CUST0000513103,27,37.330000000000005,4,LS
CUST0000513193,49,76.740000000000009,6,LS
CUST0000513193,110,133.14999999999998,29,SS
CUST0000513226,2757,3729.2100000000069,110,LS
CUST0000513226,4,1.5999999999999999,2,XLS
CUST0000513470,12,17.15,1,LS
CUST0000513829,9,10.91,1,MS
CUST0000513962,462,868.86000000000035,79,LS
CUST0000513962,1,9.36,1,MS
CUST0000514177,3624,5058.9800000000123,365,MS
CUST0000514177,12,11.78,8,LS
CUST0000514601,5,3.75,1,SS
CUST0000514601,283,357.88000000000005,48,LS
CUST0000514903,4,7.16,1,LS
CUST0000514917,20,36.989999999999995,1,LS
CUST0000515337,6,8.6000000000000014,2,MS
CUST0000515337,50,94.13,3,XLS
CUST0000515337,13,13.27,11,LS
CUST0000515740,389,471.12999999999977,54,MS
CUST0000515740,16,21.769999999999996,5,LS
CUST0000515740,4,17.88,1,SS
CUST0000516122,51,117.92999999999998,3,LS
CUST0000516122,3,2.23,1,SS
CUST0000516130,24,34.830000000000005,3,MS
CUST0000516130,1,0.74,1,LS
CUST0000516273,9,38.89,1,XLS
CUST0000516273,7,6.0,3,MS
CUST0000516635,2,2.52,2,MS
CUST0000516635,4,3.27,1,LS
CUST0000516705,16,13.04,3,MS
CUST0000516705,218,274.75000000000006,16,XLS
CUST0000516705,1435,1822.5800000000008,161,LS
CUST0000516705,27,35.51,15,SS
CUST0000516995,22,35.739999999999995,7,LS
CUST0000516995,36,52.81,1,XLS
CUST0000517351,36,51.24,4,LS
CUST0000517351,184,246.1,29,SS
CUST0000517596,54,50.090000000000018,12,LS
CUST0000517596,2,2.15,2,XLS
CUST0000517596,13,8.04,3,SS
CUST0000517596,6,3.5999999999999996,2,MS
CUST0000517624,44,48.039999999999992,9,LS
CUST0000517624,46,34.550000000000004,14,MS
CUST0000517648,671,482.02999999999975,98,MS
CUST0000517668,4,5.0200000000000005,1,LS
CUST0000517718,1,0.35,1,SS
CUST0000517718,37,61.49,6,LS
CUST0000517718,112,148.23,11,MS
CUST0000517758,119,96.56,5,MS
CUST0000517865,1,0.4,1,LS
CUST0000517865,278,302.94999999999987,17,XLS
CUST0000517865,7,6.5200000000000005,1,MS
CUST0000518972,49,86.41,2,XLS
CUST0000519024,34,45.230000000000004,2,MS
CUST0000519024,3,2.38,1,SS
CUST0000519024,2431,3347.4599999999928,113,LS
CUST0000519097,49,40.52000000000001,17,SS
CUST0000519097,13,12.02,1,MS
CUST0000519097,1482,1238.7099999999998,153,LS
CUST0000519294,9,2.07,1,MS
CUST0000519294,1232,1459.6100000000017,106,LS
CUST0000519294,2,1.48,1,SS
CUST0000519294,2,1.3699999999999999,1,XLS
CUST0000519570,33,37.18,3,MS
CUST0000519981,63,91.5,6,LS
CUST0000519981,47,72.73,11,XLS
CUST0000519981,1,0.26,1,MS
CUST0000519981,246,318.2399999999999,31,SS
CUST0000520208,11,19.700000000000003,1,LS
CUST0000520211,75,139.06,21,LS
CUST0000520211,2,3.6500000000000004,1,XLS
CUST0000520310,48,62.610000000000014,22,XLS
CUST0000520310,401,450.08999999999992,132,SS
CUST0000520310,26,20.259999999999998,9,MS
CUST0000520310,81,141.96,17,LS
CUST0000520373,4,1.3900000000000001,1,SS
CUST0000520373,126,199.28999999999996,18,MS
CUST0000520373,2113,2141.4599999999991,125,LS
CUST0000520373,23,19.189999999999998,3,XLS
CUST0000520412,3,6.6099999999999994,1,LS
CUST0000520415,3,7.13,1,SS
CUST0000520415,722,1608.8500000000004,130,LS
CUST0000520415,1,1.88,1,MS
CUST0000520456,38,50.879999999999995,9,SS
CUST0000520456,1776,2342.3599999999979,146,LS
CUST0000520456,20,21.55,11,MS
CUST0000520456,3,2.51,1,XLS
CUST0000520619,61,74.690000000000012,17,MS
CUST0000520652,5,8.98,2,SS
CUST0000520652,4,6.65,3,MS
CUST0000520652,672,697.63000000000079,128,LS
CUST0000520823,899,1158.2200000000007,54,XLS
CUST0000520823,1,1.57,1,SS
CUST0000520823,44,70.83,8,MS
CUST0000520823,25,16.71,7,LS
CUST0000520937,106,83.2,40,SS
CUST0000521233,166,212.92000000000002,21,LS
CUST0000521233,13,10.169999999999998,2,SS
CUST0000521233,245,264.33000000000004,20,MS
CUST0000521313,3,1.29,2,XLS
CUST0000521438,391,895.30000000000052,46,MS
CUST0000521438,10,32.370000000000005,3,LS
CUST0000521560,166,296.78999999999996,22,SS
CUST0000521560,14,23.13,3,LS
CUST0000521752,98,119.58999999999997,11,LS
CUST0000521752,21,21.4,6,MS
CUST0000522088,19,26.37,1,XLS
CUST0000522402,11,16.490000000000002,1,XLS
CUST0000522402,17,14.629999999999999,8,LS
CUST0000522402,3,2.99,2,SS
CUST0000522632,1723,2261.4299999999976,98,LS
CUST0000523118,145,149.14,18,LS
CUST0000523118,1067,797.60000000000059,144,MS
CUST0000523142,1842,2361.1599999999935,119,LS
CUST0000523158,17,18.909999999999997,1,SS
CUST0000523249,1573,2227.05,124,LS
CUST0000523300,2,1.44,1,LS
CUST0000523300,56,83.18,16,MS
CUST0000523791,175,256.53000000000003,18,XLS
CUST0000523791,944,1059.3000000000006,44,MS
CUST0000523791,12,7.9300000000000006,2,SS
CUST0000523791,1322,1608.4099999999994,60,LS
CUST0000524542,419,557.93000000000006,21,LS
CUST0000524542,74,116.64,3,XLS
CUST0000524577,7,10.729999999999999,1,SS
CUST0000524577,27,36.14,5,MS
CUST0000524577,1383,1558.1599999999971,190,LS
CUST0000524835,1455,2187.6499999999978,110,LS
CUST0000524835,44,29.570000000000007,9,MS
CUST0000524891,4,11.03,3,SS
CUST0000525274,24,52.009999999999991,16,SS
CUST0000525324,849,936.73000000000025,47,LS
CUST0000525324,109,99.16,5,MS
CUST0000525866,31,41.21,13,LS
CUST0000525866,15,19.82,3,MS
CUST0000525866,3,2.34,1,SS
CUST0000526081,646,613.99,109,MS
CUST0000526114,112,100.71000000000001,10,MS
CUST0000526114,568,585.2,56,LS
CUST0000526114,667,621.37000000000012,73,SS
CUST0000526194,27,128.22,1,XLS
CUST0000526506,642,890.1700000000003,190,LS
CUST0000527105,109,159.09000000000003,11,XLS
CUST0000527105,12,15.32,3,MS
CUST0000527105,112,130.95,4,SS
CUST0000527105,4649,6166.3699999999972,347,LS
CUST0000527347,25,30.939999999999998,8,MS
CUST0000527347,47,73.23,19,LS
CUST0000527347,3,3.1000000000000005,2,SS
CUST0000527535,404,704.99999999999977,27,LS
CUST0000527535,568,840.06000000000085,114,MS
CUST0000527535,16,18.490000000000002,3,SS
CUST0000528394,604,659.98999999999978,30,LS
CUST0000528451,30,60.16,1,SS
CUST0000528480,437,439.56999999999982,124,MS
CUST0000528616,7,14.5,2,SS
CUST0000528616,3549,4149.5400000000063,189,LS
CUST0000528846,29,70.530000000000015,5,LS
CUST0000528846,1840,2272.1299999999992,119,MS
CUST0000528875,10,23.97,3,LS
CUST0000529305,196,316.48000000000013,16,SS
CUST0000529313,262,276.83999999999986,19,XLS
CUST0000529313,149,167.03999999999996,45,MS
CUST0000529313,4,6.02,1,LS
CUST0000529423,30,40.949999999999996,14,MS
CUST0000529423,1712,2652.9200000000019,238,LS
CUST0000529423,17,17.060000000000002,7,SS
CUST0000529677,1772,2737.4799999999932,184,LS
CUST0000529677,9,11.459999999999999,2,SS
CUST0000529677,92,120.22000000000003,14,MS
CUST0000530036,25,17.310000000000002,2,LS
CUST0000530119,16,8.58,11,LS
CUST0000530119,3510,3202.4100000000021,131,MS
CUST0000530129,41,58.169999999999995,7,MS
CUST0000530129,61,71.83,10,LS
CUST0000530129,1121,1085.4600000000009,79,SS
CUST0000530394,89,373.23000000000013,7,XLS
CUST0000530406,51,90.39,8,MS
CUST0000530406,6345,7567.2100000000264,354,LS
CUST0000530875,2164,3403.7100000000037,80,LS
CUST0000531031,12,12.74,1,MS
CUST0000531203,16,7.0499999999999989,1,LS
CUST0000531338,48,100.65999999999998,3,LS
CUST0000531338,3,3.46,2,SS
CUST0000531338,578,699.53,62,MS
CUST0000531435,326,460.25,41,MS
CUST0000531481,1825,2849.4800000000005,141,XLS
CUST0000531481,106,118.20999999999998,15,LS
CUST0000531491,552,614.30000000000018,13,LS
CUST0000531741,33,39.519999999999996,4,LS
CUST0000531741,19,41.480000000000004,3,MS
CUST0000531741,665,779.839999999999,106,XLS
CUST0000531774,316,419.62000000000018,26,LS
CUST0000531824,33,73.49,6,SS
CUST0000531824,41,52.64,3,XLS
CUST0000531824,243,434.06000000000006,66,LS
CUST0000531824,23,98.15,3,MS
CUST0000532004,14,15.459999999999999,4,XLS
CUST0000532004,722,982.82999999999993,75,LS
CUST0000532004,13,21.02,5,MS
CUST0000532714,1,0.39,1,LS
CUST0000532766,8,10.3,1,LS
CUST0000534245,5,4.5600000000000005,2,LS
CUST0000534245,18,17.53,5,MS
CUST0000534245,4550,6174.929999999983,239,XLS
CUST0000534323,4,4.24,1,SS
CUST0000534323,24,30.43,5,LS
CUST0000534323,39,46.879999999999995,8,XLS
CUST0000534323,45,65.12,6,MS
CUST0000534546,5,7.31,1,SS
CUST0000534608,711,1032.1100000000006,60,MS
CUST0000534608,108,177.31000000000006,17,LS
CUST0000534670,80,89.93,9,MS
CUST0000534958,550,775.46,29,LS
CUST0000534958,114,144.18,19,XLS
CUST0000534958,3,2.39,2,SS
CUST0000535045,171,131.59,7,MS
CUST0000535082,112,197.56000000000003,32,LS
CUST0000535175,93,130.77999999999997,7,MS
CUST0000535175,1136,1168.690000000001,93,LS
CUST0000535362,14,23.32,1,XLS
CUST0000535362,3022,3425.5199999999986,249,LS
CUST0000535362,163,207.87,44,MS
CUST0000535362,155,245.59000000000006,41,SS
CUST0000535397,5,4.23,1,LS
CUST0000535622,18,9.7399999999999984,3,LS
CUST0000535622,5,1.3499999999999999,1,SS
CUST0000535622,3,1.3900000000000001,3,MS
CUST0000535926,26,45.17,2,SS
CUST0000535926,913,1474.5299999999991,39,LS
CUST0000536304,48,41.7,25,SS
CUST0000536304,439,704.87999999999954,128,LS
CUST0000536304,159,180.77999999999997,65,MS
CUST0000536421,62,69.37,27,SS
CUST0000536421,31,49.1,1,LS
CUST0000536421,478,789.67999999999961,24,MS
CUST0000536422,54,57.180000000000007,21,LS
CUST0000536422,2,5.78,1,SS
CUST0000536633,304,558.4100000000002,47,MS
CUST0000536633,108,213.41,11,LS
CUST0000536633,223,714.98000000000013,26,XLS
CUST0000536710,25,48.750000000000007,1,LS
CUST0000536710,56,80.77000000000001,2,MS
CUST0000536902,10,9.08,3,SS
CUST0000536902,1856,2174.9100000000008,359,LS
CUST0000537006,25,29.4,7,SS
CUST0000537006,137,175.32,25,LS
CUST0000537147,12,14.929999999999998,2,MS
CUST0000537147,52,55.599999999999994,11,LS
CUST0000537147,661,846.00999999999885,37,XLS
CUST0000537313,17,33.14,2,MS
CUST0000537313,40,52.46,4,LS
CUST0000537508,6,5.42,2,LS
CUST0000537508,9,10.51,4,MS
CUST0000537762,55,55.84,12,XLS
CUST0000537762,365,441.39,125,LS
CUST0000537762,1,0.43,1,SS
CUST0000538028,2853,2581.0699999999983,455,MS
CUST0000538028,46,36.18,5,LS
CUST0000538076,16,12.8,2,LS
CUST0000538110,28,28.950000000000003,9,LS
CUST0000538110,3,2.28,1,SS
CUST0000538177,68,53.78,17,XLS
CUST0000538370,92,134.41,9,MS
CUST0000538370,18,24.909999999999997,3,XLS
CUST0000538370,1,0.95,1,SS
CUST0000538370,513,632.89999999999986,93,LS
CUST0000538580,21,22.880000000000003,11,SS
CUST0000538580,27,29.509999999999998,4,LS
CUST0000538580,1,1.16,1,MS
CUST0000538613,55,63.820000000000022,19,MS
CUST0000538613,136,195.87000000000003,15,LS
CUST0000538623,20,19.68,4,LS
CUST0000538623,228,246.36999999999995,33,XLS
CUST0000538623,106,126.20000000000002,10,MS
CUST0000538692,17,21.81,3,LS
CUST0000538692,558,357.17999999999984,250,MS
CUST0000538745,2,4.09,1,LS
CUST0000538745,9,12.51,4,SS
CUST0000539281,440,704.25000000000023,23,LS
CUST0000539609,69,68.66,32,LS
CUST0000540490,13,11.64,2,SS
CUST0000540490,12,7.17,2,MS
CUST0000540490,132,116.10999999999999,8,LS
CUST0000540496,3,6.5300000000000011,1,LS
CUST0000540675,527,608.03999999999974,85,LS
CUST0000540703,26,4.98,6,LS
CUST0000540703,1667,1151.0799999999936,476,MS
CUST0000541126,422,317.49000000000024,97,LS
CUST0000541287,2,1.6600000000000001,1,MS
CUST0000541287,689,970.8399999999998,43,LS
CUST0000541290,79,128.97,16,XLS
CUST0000541290,22,71.449999999999989,1,MS
CUST0000541290,160,244.22000000000003,26,LS
CUST0000541662,76,91.190000000000026,16,SS
CUST0000541662,615,928.39999999999964,34,XLS
CUST0000541662,644,1022.7099999999989,17,MS
CUST0000541662,230,310.78999999999996,49,LS
CUST0000541731,24,48.82,10,LS
CUST0000541731,21,64.56,19,MS
CUST0000541791,3,3.23,1,MS
CUST0000542234,73,91.939999999999984,13,SS
CUST0000542234,27,51.14,6,LS
CUST0000542234,254,427.92999999999995,42,XLS
CUST0000542234,22,37.41,8,MS
CUST0000542501,8,10.59,1,MS
CUST0000542772,393,389.54999999999995,82,SS
CUST0000542772,8,12.049999999999999,3,LS
CUST0000543360,29,27.1,1,MS
CUST0000543726,9,17.22,1,SS
CUST0000543726,480,646.34000000000015,28,LS
CUST0000543726,4,6.1499999999999995,1,XLS
CUST0000543856,69,110.60000000000002,12,LS
CUST0000543856,4,3.4299999999999997,2,MS
CUST0000543889,1060,1474.8900000000035,84,LS
CUST0000543889,140,186.38,36,SS
CUST0000543889,863,1164.3400000000006,32,MS
CUST0000543971,12,19.6,2,LS
CUST0000544094,29,20.939999999999998,3,LS
CUST0000544094,10,10.1,1,SS
CUST0000544286,58,64.94,11,XLS
CUST0000544383,971,1222.8600000000001,222,LS
CUST0000544452,107,139.73,23,LS
CUST0000544452,77,63.810000000000009,48,MS
CUST0000544964,44,61.240000000000009,2,LS
CUST0000544964,102,228.52999999999997,19,MS
CUST0000545161,82,70.509999999999991,22,MS
CUST0000545161,679,687.2199999999998,127,LS
